id,category,volume_cm3,weight_grams,price_hellers,profit_hellers
3341,LargeAppliances,77840,7454,1104137,97853
3342,LargeAppliances,112686,14923,1946527,160627
3343,LargeAppliances,84452,11601,1513573,142174
3344,LargeAppliances,136454,19174,1172719,105838
3345,LargeAppliances,53945,11620,616149,58093
3346,LargeAppliances,39424,5452,1031000,90251
3347,LargeAppliances,85999,34492,2601544,222711
3348,LargeAppliances,79162,19128,1426971,116337
3349,LargeAppliances,136194,17152,1582761,126549
3350,LargeAppliances,66181,8730,1064099,97214
3351,LargeAppliances,43867,10198,1700674,143396
3352,LargeAppliances,51572,3701,540966,53667
3353,LargeAppliances,59765,16339,914882,71454
3354,LargeAppliances,72278,8663,802954,77332
3355,LargeAppliances,47620,8291,1246697,116288
3356,LargeAppliances,91870,9983,1376619,182954
3357,LargeAppliances,51638,15472,843598,72128
3358,LargeAppliances,99415,10234,719791,50023
3359,LargeAppliances,21690,5043,1997327,244539
3360,LargeAppliances,174393,19026,1537674,151721
3361,LargeAppliances,51910,14356,919794,87276
3362,LargeAppliances,48665,6618,954148,89473
3363,LargeAppliances,108879,9925,1369578,109347
3364,LargeAppliances,84506,20742,764870,59183
3365,LargeAppliances,90714,8582,1110752,108988
3366,LargeAppliances,16589,1978,754596,70064
3367,LargeAppliances,87348,7728,673108,67081
3368,LargeAppliances,73883,6101,2319163,214138
3369,LargeAppliances,53769,17190,1917590,187111
3370,LargeAppliances,69944,12061,989771,86719
3371,LargeAppliances,44917,8953,1406227,102414
3372,PowerTools,21629,7734,482973,102879
3373,PowerTools,10778,1948,995346,201466
3374,PowerTools,14358,3908,152554,30912
3375,PowerTools,28895,2943,500811,83897
3376,PowerTools,27119,11684,789673,127317
3377,PowerTools,17090,2050,433844,58309
3378,PowerTools,9880,3463,686292,105604
3379,PowerTools,18136,8139,201974,39113
3380,PowerTools,17920,5054,193828,27594
3381,PowerTools,34297,11671,255264,40816
3382,PowerTools,6329,1684,375190,68189
3383,PowerTools,33813,2913,127734,21325
3384,PowerTools,32081,7696,611137,89619
3385,PowerTools,12925,3835,493782,75406
3386,PowerTools,9831,2442,593119,104178
3387,PowerTools,14820,3033,212636,33430
3388,PowerTools,18090,1829,159408,32444
3389,PowerTools,65928,7502,288047,35599
3390,PowerTools,62302,12636,222377,30970
3391,PowerTools,33005,4366,334825,49765
3392,PowerTools,23419,4361,125349,23064
3393,PowerTools,17703,6043,325857,55180
3394,PowerTools,23476,4741,469770,62684
3395,PowerTools,24315,4468,381470,65482
3396,PowerTools,7072,863,396148,66370
3397,PowerTools,57356,10560,387879,69985
3398,PowerTools,23231,6651,668516,130450
3399,PowerTools,19147,9561,373051,63883
3400,PowerTools,13399,3323,111321,16728
3401,PowerTools,5864,858,385159,54794
3402,PowerTools,6903,2619,313394,66008
3403,PowerTools,15285,4762,350514,68412
3404,PowerTools,10624,2243,382897,81676
3405,PowerTools,29472,9153,288206,44669
3406,PowerTools,7584,1983,198919,43414
3407,PowerTools,5097,1936,268325,43583
3408,PowerTools,34875,8603,361035,69929
3409,PowerTools,46001,6829,444169,94458
3410,PowerTools,31677,9481,338283,77614
3411,PowerTools,13731,2656,202521,33312
3412,PowerTools,15085,1921,448843,76310
3413,PowerTools,30522,13072,406953,53633
3414,PowerTools,15218,3379,139994,24009
3415,PowerTools,22670,11192,358025,65552
3416,PowerTools,18362,4395,546126,98881
3417,PowerTools,27135,2297,348380,55628
3418,PowerTools,27944,8500,290294,38391
3419,PowerTools,14804,5742,560403,92548
3420,PowerTools,10389,7044,250619,41206
3421,PowerTools,35807,15654,217785,29087
3422,PowerTools,20387,9476,194879,35860
3423,PowerTools,9623,2162,169817,26291
3424,PowerTools,15152,4603,717417,150069
3425,PowerTools,3432,1145,117156,17128
3426,PowerTools,12875,5997,263309,46390
3427,PowerTools,31088,5714,270961,51982
3428,PowerTools,38442,11797,776609,90604
3429,PowerTools,18393,4158,419509,66812
3430,PowerTools,20901,8077,703793,128611
3431,PowerTools,38905,5855,516044,98907
3432,PowerTools,7364,1686,343318,70949
3433,PowerTools,10874,4332,313922,48095
3434,PowerTools,53843,7889,446566,80143
3435,PowerTools,12433,6730,169945,42736
3436,PowerTools,17875,7561,512724,91504
3437,PowerTools,21020,5061,571040,107043
3438,PowerTools,32632,5033,302181,48414
3439,PowerTools,15821,4094,236191,49520
3440,PowerTools,15956,3725,413654,52755
3441,PowerTools,21084,4236,532264,69002
3442,PowerTools,11911,3799,329741,49314
3443,PowerTools,35692,6248,809364,114602
3444,PowerTools,18869,8754,161905,29369
3445,PowerTools,11325,2391,307504,55691
3446,PowerTools,28199,4427,167866,33233
3447,PowerTools,14944,6679,327610,64751
3448,PowerTools,49679,9061,515296,83842
3449,PowerTools,23688,4719,439268,78598
3450,PowerTools,16717,4865,204152,34091
3451,PowerTools,5240,1526,264224,40408
3452,PowerTools,19003,3739,491963,52767
3453,PowerTools,15451,2838,264825,33022
3454,PowerTools,46004,7450,486507,74876
3455,PowerTools,16340,5457,1097059,153370
3456,PowerTools,60860,7864,407847,63257
3457,PowerTools,12369,4151,354780,60754
3458,PowerTools,36875,3086,171930,33160
3459,PowerTools,23774,10210,569772,106336
3460,PowerTools,7380,1065,113997,21728
3461,PowerTools,7788,3316,547425,149845
3462,PowerTools,29936,3105,279497,48391
3463,PowerTools,25835,6149,311411,81052
3464,PowerTools,18453,7202,756535,90760
3465,PowerTools,16184,3817,505802,92739
3466,PowerTools,17981,6317,514778,84906
3467,PowerTools,15576,3611,845359,115125
3468,PowerTools,19191,3892,304671,63195
3469,PowerTools,7261,4569,328877,50398
3470,PowerTools,32812,7193,356635,75518
3471,PowerTools,24971,4579,1067795,237633
3472,PowerTools,10687,4224,510736,75741
3473,PowerTools,10270,2846,402416,98490
3474,PowerTools,11653,5067,319796,47860
3475,PowerTools,42266,5252,857819,116457
3476,PowerTools,15583,1379,284911,50759
3477,PowerTools,15082,4516,387644,75894
3478,PowerTools,32123,17450,256288,43684
3479,PowerTools,21336,2757,604967,106943
3480,PowerTools,32807,12155,654675,95007
3481,PowerTools,34249,9304,426381,78155
3482,PowerTools,20949,3675,147540,38940
3483,PowerTools,13935,4039,527563,107474
3484,PowerTools,44141,6710,328090,60646
3485,PowerTools,26773,4591,384777,64082
3486,PowerTools,28275,5853,501565,80172
3487,PowerTools,8433,1734,488290,100648
3488,PowerTools,21552,4755,182503,35857
3489,PowerTools,17558,3992,602155,90147
3490,PowerTools,21039,8175,397408,76356
3491,PowerTools,12487,2349,232057,31156
3492,PowerTools,21265,7464,473424,66353
3493,PowerTools,10427,2375,258268,47664
3494,PowerTools,28121,4511,675569,134699
3495,PowerTools,32290,4215,222154,44109
3496,PowerTools,16110,5443,719041,116361
3497,PowerTools,11209,5548,187144,35323
3498,PowerTools,22000,3908,633890,114970
3499,PowerTools,2970,1737,96048,12576
3500,PowerTools,7932,3986,132436,28929
3501,PowerTools,27167,8596,524093,77446
3502,PowerTools,22495,5809,205584,40579
3503,PowerTools,12962,5030,140530,26233
3504,PowerTools,20388,3729,351811,44053
3505,PowerTools,31041,7150,432960,77777
3506,PowerTools,10593,2384,236989,36761
3507,PowerTools,18302,6774,664304,131235
3508,PowerTools,20120,3004,557855,74146
3509,PowerTools,11722,2795,695980,123738
3510,PowerTools,14560,8782,584545,82017
3511,PowerTools,40993,9746,332034,49100
3512,PowerTools,37561,8582,306723,44240
3513,PowerTools,29650,11834,685757,118212
3514,PowerTools,16481,4552,215487,45219
3515,PowerTools,13317,3971,423553,78493
3516,PowerTools,14979,4491,350519,57694
3517,PowerTools,46694,18200,350950,52655
3518,PowerTools,18995,3163,367913,90452
3519,PowerTools,15645,3819,758817,125835
3520,PowerTools,13166,3464,372101,63983
3521,PowerTools,25168,3482,723342,190417
3522,PowerTools,9029,3278,279430,46089
3523,PowerTools,30193,5614,415582,73353
3524,PowerTools,19058,4978,128070,24054
3525,PowerTools,8618,3950,233049,28442
3526,PowerTools,17287,5867,387453,62697
3527,PowerTools,4658,1257,241898,32986
3528,PowerTools,10505,2240,305687,45766
3529,PowerTools,21047,4308,254120,49161
3530,PowerTools,34494,8047,585003,89649
3531,PowerTools,18262,5043,607701,141471
3532,HandTools,3591,1086,61795,22382
3533,HandTools,13152,4536,323795,70058
3534,HandTools,3587,1471,60463,17727
3535,HandTools,4954,2993,115785,24523
3536,HandTools,11182,3587,121529,23609
3537,HandTools,1874,778,77692,17750
3538,HandTools,9016,2051,185558,44859
3539,HandTools,2095,1234,97933,27342
3540,HandTools,2096,1863,75937,21330
3541,HandTools,2122,1574,252414,57713
3542,HandTools,8148,3135,126391,28372
3543,HandTools,2914,2708,107789,29042
3544,HandTools,10816,4383,182647,42895
3545,HandTools,2616,1755,96394,20534
3546,HandTools,2061,1915,58165,14736
3547,HandTools,4557,1419,49898,11440
3548,HandTools,6321,1890,43847,14058
3549,HandTools,12179,4708,109716,20167
3550,HandTools,1785,552,41078,8389
3551,HandTools,2335,1533,76632,25360
3552,HandTools,3871,1538,119333,35418
3553,HandTools,1906,1219,33091,7338
3554,HandTools,877,1227,15951,3542
3555,HandTools,2672,1738,88692,21056
3556,HandTools,3231,2083,66002,14427
3557,HandTools,5692,2342,235508,57773
3558,HandTools,1590,1028,67582,15610
3559,HandTools,20515,9662,73267,16437
3560,HandTools,5920,1951,58020,15214
3561,HandTools,1655,959,77398,16491
3562,HandTools,2259,1849,238699,42064
3563,HandTools,952,706,121028,32689
3564,HandTools,5093,1516,135149,37421
3565,HandTools,620,572,94283,25393
3566,HandTools,7448,2008,53267,11490
3567,HandTools,1733,605,32876,5724
3568,HandTools,1184,521,60184,16324
3569,HandTools,2159,885,24037,4877
3570,HandTools,1721,736,85773,15883
3571,HandTools,7709,2421,65244,13068
3572,HandTools,3436,938,31453,8854
3573,HandTools,400,182,49560,12098
3574,HandTools,1531,504,183531,46459
3575,HandTools,4550,1569,80306,23159
3576,HandTools,4917,1536,11722,2653
3577,HandTools,2510,2293,23702,4581
3578,HandTools,5919,3158,68192,16061
3579,HandTools,979,827,212706,52945
3580,HandTools,11226,3671,193089,42706
3581,HandTools,5972,1826,27307,8137
3582,HandTools,4957,1657,121243,31153
3583,HandTools,1342,587,97911,21892
3584,HandTools,4051,2205,67685,21850
3585,HandTools,1684,631,99623,16768
3586,HandTools,2262,1810,81425,12870
3587,HandTools,4866,1649,153484,33275
3588,HandTools,5120,2178,59627,17038
3589,HandTools,9301,2617,107797,25102
3590,HandTools,459,686,70947,18533
3591,HandTools,3600,2544,51595,13310
3592,HandTools,3602,2462,83041,18422
3593,HandTools,9458,2859,79085,14244
3594,HandTools,2339,2901,88511,20435
3595,HandTools,4397,1851,180078,29665
3596,HandTools,32356,5534,170468,40600
3597,HandTools,9490,2114,112164,24616
3598,HandTools,1597,1039,17909,5438
3599,HandTools,12725,6775,94086,24359
3600,HandTools,5789,1523,31044,5078
3601,HandTools,5058,1558,34844,8896
3602,HandTools,4223,2090,127359,21575
3603,HandTools,650,279,85971,20739
3604,HandTools,2635,1803,9684,3809
3605,HandTools,4635,1787,54554,10338
3606,HandTools,1642,2026,124001,25030
3607,HandTools,2065,682,34457,8231
3608,HandTools,3130,1818,30217,6505
3609,HandTools,2036,1476,80588,15934
3610,HandTools,6046,2034,63465,15438
3611,HandTools,1870,603,57560,14987
3612,HandTools,4976,1083,27199,8299
3613,HandTools,4243,1286,154565,40561
3614,HandTools,2896,1618,56040,15665
3615,HandTools,2355,1593,16481,4681
3616,HandTools,3925,1856,117359,26389
3617,HandTools,2766,2645,247161,47577
3618,HandTools,1534,1421,58050,15505
3619,HandTools,2140,1470,37174,10367
3620,HandTools,3609,987,118033,30969
3621,HandTools,2402,1316,242397,66822
3622,HandTools,4336,2109,67712,19648
3623,HandTools,878,416,36231,8527
3624,HandTools,2692,1006,105377,24631
3625,HandTools,5987,1149,102594,31357
3626,HandTools,1281,689,69185,18688
3627,HandTools,8970,2290,74774,20822
3628,HandTools,2454,2194,114827,30029
3629,HandTools,2845,1423,107823,25068
3630,HandTools,1893,732,59119,16334
3631,HandTools,2548,2469,91193,24517
3632,HandTools,5988,1821,73253,16953
3633,HandTools,2590,1130,55190,13200
3634,HandTools,10288,3301,296125,62262
3635,HandTools,2537,901,108813,39536
3636,HandTools,2426,1088,34121,9381
3637,HandTools,6499,5857,95857,14548
3638,HandTools,2692,1028,58069,10813
3639,HandTools,4167,1457,52215,13031
3640,HandTools,5289,4722,122050,25724
3641,HandTools,2039,1084,50118,11506
3642,HandTools,4965,1460,55125,15730
3643,HandTools,4859,4577,53390,14265
3644,HandTools,3423,1283,46791,11388
3645,HandTools,6191,5873,44684,9297
3646,HandTools,4544,2890,38761,10050
3647,HandTools,2061,1511,61543,12043
3648,HandTools,3427,1254,66888,13529
3649,HandTools,1190,665,164841,42736
3650,HandTools,690,379,54960,18416
3651,HandTools,2905,1151,24258,5039
3652,HandTools,5335,2977,124727,36414
3653,HandTools,1605,1018,92058,24179
3654,HandTools,3351,2682,249347,63881
3655,HandTools,942,1753,53525,13835
3656,HandTools,3314,1177,65506,13163
3657,HandTools,4104,1869,32101,6645
3658,HandTools,2659,778,79590,19308
3659,HandTools,1502,1053,50751,14894
3660,HandTools,4834,2115,30862,5987
3661,HandTools,3205,849,173600,38149
3662,HandTools,2607,1719,70095,22966
3663,HandTools,4278,3514,51785,14178
3664,HandTools,3877,1790,102707,20861
3665,HandTools,4479,3296,121210,25276
3666,HandTools,6216,6365,120151,27769
3667,HandTools,1480,825,51992,16653
3668,HandTools,3238,1810,114609,17910
3669,HandTools,2900,640,55618,12502
3670,HandTools,7247,1222,197545,36178
3671,HandTools,3157,767,45495,9836
3672,HandTools,1677,1108,152569,34495
3673,HandTools,4002,3029,34188,5955
3674,HandTools,5907,909,74417,19928
3675,HandTools,2298,1529,109626,36309
3676,HandTools,1835,1239,57100,8882
3677,HandTools,8826,3096,103596,29252
3678,HandTools,3076,1705,18126,4001
3679,HandTools,2314,648,91038,21607
3680,HandTools,1539,1413,95221,21678
3681,HandTools,3439,819,166681,44908
3682,HandTools,3128,2267,53863,13247
3683,HandTools,5095,1267,92051,25265
3684,HandTools,4547,1540,90849,24534
3685,HandTools,2741,1184,87837,17079
3686,HandTools,7011,3115,363324,109868
3687,HandTools,1528,1940,141750,26687
3688,HandTools,3293,4669,98020,24914
3689,HandTools,5959,2960,103568,27989
3690,HandTools,2313,673,45303,13506
3691,HandTools,1363,539,44142,8031
3692,HandTools,1270,575,81754,16569
3693,HandTools,2747,1739,172971,32746
3694,HandTools,5146,3461,240224,56502
3695,HandTools,2320,1421,21228,5079
3696,HandTools,2808,666,50995,7923
3697,HandTools,3071,1578,70926,19012
3698,HandTools,1622,1022,28306,7332
3699,HandTools,1728,1856,49895,16307
3700,HandTools,2299,1002,33741,6936
3701,HandTools,3636,1452,41119,9655
3702,HandTools,1138,368,43565,13200
3703,HandTools,4977,2413,66640,22297
3704,HandTools,4672,3430,73768,18358
3705,HandTools,3528,3073,73304,18544
3706,HandTools,4898,3179,96216,18926
3707,HandTools,3666,2674,47832,9004
3708,HandTools,14232,2269,63558,11422
3709,HandTools,1233,1180,30734,6540
3710,HandTools,4580,1190,58649,19878
3711,HandTools,1251,621,70167,13296
3712,HandTools,1971,2147,117491,26504
3713,HandTools,4664,5918,88225,15907
3714,HandTools,2936,1185,61586,20346
3715,HandTools,1202,973,76634,21484
3716,HandTools,2010,1273,43849,12528
3717,HandTools,4337,3461,115611,30264
3718,HandTools,697,1019,118023,19379
3719,HandTools,3176,1300,55508,11858
3720,HandTools,1399,634,100514,21892
3721,HandTools,902,356,176509,45288
3722,HandTools,1288,798,41186,9600
3723,HandTools,5162,1018,36929,10214
3724,HandTools,2464,998,96948,17291
3725,HandTools,2023,1323,45123,11785
3726,HandTools,3868,816,209456,41295
3727,HandTools,1222,753,82370,15860
3728,HandTools,1822,635,183489,48666
3729,HandTools,2033,1804,50544,13539
3730,HandTools,2566,2326,85347,18607
3731,HandTools,1745,809,21744,4544
3732,HandTools,1768,845,67600,17734
3733,HandTools,4475,1444,78416,26685
3734,HandTools,3046,1293,83684,14609
3735,HandTools,1225,891,59318,18011
3736,HandTools,1107,1190,94110,20121
3737,HandTools,1344,964,30282,7248
3738,HandTools,1829,841,43014,8808
3739,HandTools,3216,2457,35537,9232
3740,HandTools,4447,2915,104036,30669
3741,HandTools,2125,2271,96549,19536
3742,HandTools,4027,3109,84799,18972
3743,HandTools,2714,3555,67905,18903
3744,HandTools,4568,2907,28030,5904
3745,HandTools,2797,1096,85447,31248
3746,HandTools,2943,1524,83643,20982
3747,HandTools,3870,2413,256770,73768
3748,HandTools,9431,1720,96301,20406
3749,HandTools,1559,439,83015,20348
3750,HandTools,2792,702,43668,11860
3751,HandTools,6143,3962,62458,18294
3752,HandTools,3217,2325,120353,29558
3753,HandTools,4517,1807,35395,7385
3754,HandTools,3467,1576,35401,8873
3755,HandTools,1035,1677,33480,8170
3756,HandTools,3174,2254,30956,8668
3757,HandTools,1912,1521,43067,10558
3758,HandTools,1147,646,41650,13871
3759,HandTools,5676,1714,67084,13442
3760,HandTools,1639,637,59601,18562
3761,HandTools,2590,1093,66466,17737
3762,HandTools,2051,568,67698,14641
3763,HandTools,3558,1200,189271,43061
3764,HandTools,5043,3810,43059,9421
3765,HandTools,3712,1284,39241,7796
3766,HandTools,18342,4412,69043,15495
3767,HandTools,3132,1397,16910,3568
3768,HandTools,2930,1074,38047,8313
3769,HandTools,9424,2755,114942,23896
3770,HandTools,2573,1449,135339,24556
3771,HandTools,3099,1001,70301,17380
3772,HandTools,2115,1461,106598,19862
3773,HandTools,1593,348,100200,27379
3774,HandTools,8974,4520,91982,31673
3775,HandTools,1371,1124,63355,21941
3776,HandTools,3383,1430,45453,7441
3777,HandTools,1108,470,141452,36977
3778,HandTools,3631,2090,50229,14252
3779,HandTools,3904,1366,79056,19143
3780,HandTools,7816,4692,69980,17062
3781,HandTools,9751,3920,73374,13520
3782,Batteries,1124,1160,154421,34405
3783,Batteries,1305,1232,166271,48956
3784,Batteries,470,693,46459,11114
3785,Batteries,605,1015,56867,12645
3786,Batteries,1475,765,253493,57768
3787,Batteries,382,634,87742,21960
3788,Batteries,377,298,57705,11932
3789,Batteries,706,800,109818,29165
3790,Batteries,1176,1580,132481,23432
3791,Batteries,351,331,97365,26117
3792,Batteries,887,1089,142544,30406
3793,Batteries,527,527,67073,16150
3794,Batteries,849,423,201516,54439
3795,Batteries,405,447,77944,16463
3796,Batteries,497,332,91110,18961
3797,Batteries,576,437,51599,15297
3798,Batteries,605,459,124497,43370
3799,Batteries,595,817,70112,17514
3800,Batteries,632,1298,29435,7935
3801,Batteries,529,418,51040,13511
3802,Batteries,663,629,88170,23066
3803,Batteries,572,678,53358,13553
3804,Batteries,347,772,22164,4597
3805,Batteries,749,562,38059,10586
3806,Batteries,360,515,55819,13110
3807,Batteries,713,538,163443,41934
3808,Batteries,1540,1094,112564,26042
3809,Batteries,749,1075,84141,29332
3810,Batteries,819,631,109911,19552
3811,Batteries,678,703,103486,23018
3812,Batteries,392,818,67812,16691
3813,Batteries,412,467,32932,8653
3814,Batteries,344,396,50589,12995
3815,Batteries,1210,1887,69197,14584
3816,Batteries,779,632,85162,20619
3817,Batteries,339,228,79781,18892
3818,Batteries,1006,810,61260,12504
3819,Batteries,455,752,69488,15429
3820,Batteries,744,869,39347,11404
3821,Batteries,600,714,56587,10380
3822,Batteries,520,625,109509,26714
3823,Batteries,758,1215,145645,41031
3824,Batteries,1114,1599,91044,20194
3825,Batteries,1321,1566,64891,9560
3826,Batteries,472,411,38267,10824
3827,Batteries,828,1490,250077,56485
3828,Batteries,452,463,37053,6112
3829,Batteries,347,608,58261,16421
3830,Batteries,820,1029,110098,18249
3831,Batteries,244,442,62263,11373
3832,Batteries,367,893,47043,12808
3833,Batteries,328,356,37824,10074
3834,Batteries,552,1064,30657,8542
3835,Batteries,1053,1306,92512,27407
3836,Batteries,518,929,117303,28181
3837,Batteries,732,848,60014,9984
3838,Batteries,874,1355,83661,18428
3839,Batteries,495,489,33055,6547
3840,Batteries,534,377,58421,14568
3841,Batteries,232,315,65801,17280
3842,Batteries,676,914,59837,12772
3843,Batteries,320,664,44508,10166
3844,Batteries,524,1056,122312,26647
3845,Batteries,290,305,25737,5744
3846,Batteries,730,1103,115549,24470
3847,Batteries,708,797,114543,30913
3848,Batteries,430,362,128971,26753
3849,Batteries,378,454,127209,26976
3850,Batteries,319,263,116103,17830
3851,Batteries,548,818,54606,10656
3852,Beverages,2772,5327,49722,4269
3853,Beverages,9463,6224,49860,3014
3854,Beverages,8116,6214,48385,4285
3855,Beverages,3892,3226,61278,4549
3856,Beverages,13619,17764,71746,4186
3857,Beverages,12384,23218,79342,4404
3858,Beverages,8577,11357,85070,5431
3859,Beverages,3732,3442,60337,5535
3860,Beverages,6912,8345,69928,5301
3861,Beverages,6591,6746,60766,4935
3862,Beverages,15082,14279,92675,7092
3863,Beverages,7426,9014,51876,4942
3864,Beverages,6213,5970,55182,4868
3865,Beverages,7304,9426,34835,2458
3866,Beverages,9826,22429,38556,2478
3867,Beverages,6198,7844,45960,3037
3868,Beverages,10136,10589,51199,3609
3869,Beverages,6311,9349,37874,3220
3870,Beverages,7115,7591,35566,2027
3871,Beverages,10334,12487,70493,4254
3872,Beverages,7596,10750,56015,4066
3873,Beverages,6337,2926,54924,3945
3874,Beverages,19826,16491,38010,2269
3875,Beverages,11265,13205,81955,5628
3876,Beverages,10209,10003,104378,7894
3877,Beverages,5695,6248,45907,3268
3878,Beverages,10362,7787,51853,2998
3879,Beverages,14234,17901,68279,3728
3880,Beverages,6332,8541,57820,4221
3881,Beverages,10877,12037,59160,5885
3882,Beverages,20282,22468,86189,4659
3883,Beverages,9199,8923,93336,6229
3884,Beverages,4983,8986,32558,2076
3885,Beverages,12110,12643,83778,5805
3886,Beverages,5674,6546,53093,3660
3887,Beverages,8062,8740,56449,5065
3888,Beverages,8531,8414,58814,6512
3889,Beverages,20368,16508,176929,14191
3890,Beverages,6872,6049,34335,2411
3891,Beverages,4252,6287,41416,3026
3892,Beverages,17965,15940,103751,6427
3893,Beverages,7967,6441,63714,4365
3894,Beverages,9056,8291,56484,4474
3895,Beverages,9936,10881,101906,6590
3896,Beverages,5374,7289,71447,5583
3897,Beverages,6312,10335,27024,2315
3898,Beverages,11415,15380,38115,2219
3899,Beverages,7256,6315,60882,6321
3900,Beverages,8383,9542,92157,6813
3901,Beverages,7473,12260,78424,5244
3902,Beverages,5479,6387,34000,2513
3903,Beverages,9288,7957,125981,8902
3904,Beverages,8517,15431,42855,3343
3905,Beverages,5542,8499,46019,2365
3906,Beverages,9149,5374,51323,2183
3907,Beverages,10442,13650,31430,1862
3908,Beverages,3926,3559,65879,4521
3909,Beverages,14964,15663,87148,5679
3910,Beverages,4784,5042,47516,4554
3911,Beverages,8019,9098,54263,2958
3912,Beverages,8255,8304,92090,6960
3913,Beverages,8960,12382,44752,3396
3914,Beverages,3066,3345,36517,2293
3915,Beverages,6561,7034,68791,4105
3916,Beverages,7312,6764,48254,3732
3917,Beverages,4457,6017,101435,5752
3918,Beverages,3068,3080,73225,7162
3919,Beverages,14391,12144,94344,8956
3920,Beverages,13893,14442,72691,4769
3921,Beverages,7522,7505,41200,2441
3922,Beverages,14230,8463,49303,3445
3923,Beverages,5890,8668,56367,3449
3924,Beverages,4416,6161,59292,3950
3925,Beverages,8329,13645,66301,4421
3926,Beverages,8373,8410,51588,3760
3927,Beverages,9505,10414,29997,2679
3928,Beverages,11680,7838,76299,5551
3929,Beverages,10291,16735,63506,3474
3930,Beverages,5017,9626,59294,3595
3931,Beverages,11866,13939,63513,4722
3932,Beverages,10886,13096,65612,5437
3933,Beverages,9517,9373,40093,2315
3934,Beverages,4710,9178,54245,3639
3935,Beverages,3091,3575,48029,4081
3936,Beverages,8671,5398,41947,3375
3937,Beverages,8199,6403,52605,5220
3938,Beverages,9800,7605,122124,6845
3939,Beverages,6460,5765,51831,3396
3940,Beverages,7371,11895,70488,4756
3941,Beverages,7884,11763,63588,4045
3942,Beverages,5173,8107,72722,4856
3943,Beverages,18844,20823,63768,5322
3944,Beverages,8332,11101,50664,3075
3945,Beverages,5792,7212,37563,3278
3946,Beverages,9548,5985,90480,5421
3947,Beverages,10494,9659,47949,2343
3948,Beverages,10192,5537,47653,4486
3949,Beverages,6748,6887,63295,4127
3950,Beverages,11851,8372,49122,3323
3951,Beverages,5041,7534,67823,4569
3952,PetSupplies,59403,10799,69220,13902
3953,PetSupplies,26331,5768,124601,23328
3954,PetSupplies,35287,7015,78127,14858
3955,PetSupplies,12724,3114,22739,5444
3956,PetSupplies,18810,7708,61506,13916
3957,PetSupplies,47136,9398,90862,16570
3958,PetSupplies,7972,6225,37361,6094
3959,PetSupplies,10820,5016,267192,48333
3960,PetSupplies,5850,1752,28275,4235
3961,PetSupplies,23030,7362,48537,7678
3962,PetSupplies,28269,5426,69876,20527
3963,PetSupplies,7126,1905,17374,4445
3964,PetSupplies,7334,3047,133777,20774
3965,PetSupplies,53292,8899,49987,14591
3966,PetSupplies,29526,8212,53508,17925
3967,PetSupplies,9058,2161,16489,3207
3968,PetSupplies,220795,15108,105192,24451
3969,PetSupplies,19497,3071,114525,20800
3970,PetSupplies,3468,1732,34255,7069
3971,PetSupplies,17755,9536,26930,6054
3972,PetSupplies,55095,14883,125462,29048
3973,PetSupplies,16966,3202,30841,6068
3974,PetSupplies,10030,5807,25401,6468
3975,PetSupplies,7266,1733,40488,6574
3976,PetSupplies,28771,4736,28748,4725
3977,PetSupplies,12219,2379,30327,5028
3978,PetSupplies,16719,7760,43248,10660
3979,PetSupplies,47153,2718,109974,21432
3980,PetSupplies,5320,910,25014,6747
3981,PetSupplies,66138,12988,37153,6723
3982,PetSupplies,17882,14039,114168,18333
3983,PetSupplies,25034,6996,74160,11222
3984,PetSupplies,8011,1801,74000,16129
3985,PetSupplies,47528,10060,421597,91470
3986,PetSupplies,54176,3748,70016,15542
3987,PetSupplies,101672,31096,106003,20446
3988,PetSupplies,9598,1814,219325,40697
3989,PetSupplies,46190,8224,37393,6798
3990,PetSupplies,132282,38330,45535,8647
3991,PetSupplies,34993,16125,33331,6210
3992,PetSupplies,13713,1165,24053,4599
3993,PetSupplies,12966,3222,33579,7132
3994,PetSupplies,15298,3955,47049,7947
3995,PetSupplies,31467,2704,165814,26271
3996,PetSupplies,10199,2365,27794,3994
3997,PetSupplies,3746,1175,75400,14276
3998,PetSupplies,16470,2834,72293,17016
3999,PetSupplies,38515,10700,35963,6967
4000,PetSupplies,102064,29287,77959,17232
4001,PetSupplies,15171,3850,56717,10958
4002,PetSupplies,16720,2849,46270,9340
4003,PetSupplies,2199,1031,32965,6463
4004,PetSupplies,15356,3295,63233,12679
4005,PetSupplies,18418,4694,16720,3920
4006,PetSupplies,19245,7096,74356,12803
4007,PetSupplies,21817,3217,56523,12082
4008,PetSupplies,27470,7067,208500,41465
4009,PetSupplies,72852,6581,139371,21078
4010,PetSupplies,7474,2576,44040,10742
4011,PetSupplies,98101,20128,275571,51521
4012,PetSupplies,5392,2076,58469,13683
4013,PetSupplies,8258,2558,24717,5419
4014,PetSupplies,7026,3760,100630,18296
4015,PetSupplies,19337,5926,35031,7461
4016,PetSupplies,27345,18521,27282,4844
4017,PetSupplies,44617,13301,41826,10984
4018,PetSupplies,27421,6992,31152,4976
4019,PetSupplies,22821,12776,53274,8968
4020,PetSupplies,6261,1545,61463,14367
4021,PetSupplies,41730,9020,38611,7050
4022,PetSupplies,15199,2785,132335,19051
4023,PetSupplies,22771,10040,47355,8852
4024,PetSupplies,14251,5360,87813,17321
4025,PetSupplies,22465,7788,116549,20811
4026,PetSupplies,14335,1212,69904,13931
